711;712;713;714;715;716;717;718;719;721;722;723;724;725;726;727;731а;731б;732а;732б;733;734;735;736;737;738;741;742;743;752;753;754;755;761;762;763;764;765;771;772;773;774;775;776;777;778;779;781;782;783;784;785;786;787;790;791;792;793;794;795;796;797;798;799;7910;7101;7102;7103;7111;7112;7113;7114;7115
##;##;##;Компьютерные технологии#Пудгородский Ю.А.#802 КПМ;Компьютерные технологии#Овчинников В.А.#701 КПМ;Дифф.ур.#Бишаев А.М.#411 ГК;Компьютерные технологии#Миряха В.А.#706 КПМ;##;##;##;Общая физика: лаб.практикум#Коротеев Г.А._Никулин М.Г.#;##;##;Общая физика: лаб.практикум#Александров Д.А._Кобякин А.С.#;##;##;##;##;##;##;##;Прикладные физ.-тех. и комп.методы исследований:лаб.практ.##107 ЛК;Общая физика#Усков В.В.#531 ГК;##;Общая физика: лаб.практикум#Копнин С.И._Копнин С.И.#;Занятия В РАНХиГС##;Альт.курс 1 из 2: Экология#Бондаренко П.В.#430 ГК;Альт.курс 1 из 2: Экология#Бондаренко П.В.#430 ГК;Альт.курс 1 из 2: Экология#Бондаренко П.В.#430 ГК;##;##;##;##;Общая физика: оптика#Стасенко А.Л._Федоров А.В.#ауд.  314;Общая физика: оптика#Стасенко А.Л._Федоров А.В.#ауд.  314;Общая физика: оптика#Стасенко А.Л._Федоров А.В.#ауд.  314;##;##;Общая физика: лаб.практикум#Минаков Д.В._Миславский В.В.#;##;##;Компьютерные технологии#Красильников Н.И.#806 КПМ;Аналит.мех.#Ханукаев Ю.И.#417 ГК;##;Общая физика: лаб.практикум#Лобачев В.В._Жуков С.С#;##;Общая физика: лаб.практикум#Зеленый М.Е._Овчиннииков К.А.#;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;##;Общая физ.#Баженов С.Л.#524 ГК;Гармон.ан.#Тумайкин И.Н.#422  ГК;##;Концепции и мод.физ.##514 ГК;##;Теор.вероятност.##523 ГК;Конц. и мд.физ.##511 ГК;Гармон.ан.#Глухов И.В.#428  ГК;##;Гармон.ан.#Козицин И.В.#529 ГК;Аналитическая механика#Казаков К.А.#;Аналитическая механика#Казаков К.А.#;Комплексный анализ##;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК;Гармонический анализ#Сакбаев В.Ж.#202 НК
Аналит.мех.#Соловьев А.А.#416  ГК;##;Компьютерные технологии#Муратов М.В.#705 КПМ;Компьютерные технологии#Пудгородский Ю.А.#802 КПМ;Компьютерные технологии#Овчинников В.А.#701 КПМ;Компьютерные технологии#Чуканова О.В.#801 КПМ;Компьютерные технологии#Миряха В.А.#706 КПМ;Общая физика#Кириллов В.П.#524 ГК;Сравнительный анализ языков программир.#Краснов М.М.#804 КПМ;"Дифф.ур.#Лапушански М.С.#Арктика""№ 418-419";Общая физика: лаб.практикум#Коротеев Г.А._Никулин М.Г.#;Аналит.мех.#Сидоренко В.В.#413 ГК;Общая физика#Виноградов С.В.#530 ГК;Общая физика: лаб.практикум#Александров Д.А._Кобякин А.С.#;Общая физика#Мейлохов Е.З.#523 ГК;Теор.поля#Крайнов В.П.#522 ГК;Аналит.мех.#Козьминых В.А.#412 ГК;Аналит.мех.#Козьминых В.А.#412 ГК;Аналит.мех.#Иванов Д.С.#414 ГК;Аналит.мех.#Иванов Д.С.#414 ГК;Дифф.ур.#Глухов И.В.#428 ГК;Прикладные физ.-тех. и комп.методы исследований:лаб.практ.##107 ЛК;Введение в МСС##211 ГК;##;Общая физика: лаб.практикум#Копнин С.И._Копнин С.И.#;Занятия В РАНХиГС##;Гармон.анализ#Бишаев А.М.#411 ГК;##;Аналит.мех#Синев А.Н.#419 ГК;##;##;##;##;##;##;##;##;##;Общая физика: лаб.практикум#Минаков Д.В._Миславский В.В.#;Общая физика#Алескеров И.А.#514 ГК;Аналит.мех.#Маштаков Я.В.#415 ГК;Компьютерные технологии#Красильников Н.И.#806 КПМ;##;Аналит.мех.#Ханукаев Ю.И.#417 ГК;Общая физика: лаб.практикум#Лобачев В.В._Жуков С.С#;##;Общая физика: лаб.практикум#Зеленый М.Е._Овчиннииков К.А.#;##;##;Гармон.анализ#Ждановский И.Ю.#418 ГК;##;##;##;Гармон.анализ#Сакбаев В.Ж.#409 ГК;Теория вероятностей#Родионов И.В.#117 ГК;Теория вероятностей#Родионов И.В.#117 ГК;Теория вероятностей#Родионов И.В.#117 ГК;Теория вероятностей#Родионов И.В.#117 ГК;Теор.вер.##520 ГК;Гармон.анализ#Тумайкин И.Н.#422 ГК;##;##;##;Дифф.ур.#Тер-Крикоров А.М.#531 ГК;##;##;##;Комплексный анализ##;Информатика#Хирьянов Т. Ф.#202 НК;Информатика#Хирьянов Т. Ф.#202 НК;Информатика#Хирьянов Т. Ф.#202 НК;Информатика#Хирьянов Т. Ф.#202 НК;Информатика#Хирьянов Т. Ф.#202 НК
##;##;Компьютерные технологии#Муратов М.В.#705 КПМ;##;Аналит.мех.#Иванов Д.С.#414 ГК;Компьютерные технологии#Чуканова О.В.#801 КПМ;Общая физика#Виноградов С.В.#529 ГК;##;Общая физика#Рыбакова А.А.#432 ГК;Аналитическая механика#Маркеев А.П.#Акт.зал;Аналитическая механика#Маркеев А.П.#Акт.зал;Аналитическая механика#Маркеев А.П.#Акт.зал;Аналитическая механика#Маркеев А.П.#Акт.зал;Аналитическая механика#Маркеев А.П.#Акт.зал;Аналитическая механика#Маркеев А.П.#Акт.зал;Аналитическая механика#Маркеев А.П.#Акт.зал;Гармон.анализ#Дымарский Я.М.#413 ГК;Гармон.анализ#Дымарский Я.М.#413 ГК;##;##;##;##;##;Аналит.мех.#Павловский В.Е.#419 ГК;"Гармон.анализ#Бурцев А.А.#""Артика"" №424";Занятия В РАНХиГС##;Аналитическая механика#Муницына М.А.#202 НК;Аналитическая механика#Муницына М.А.#202 НК;Аналитическая механика#Муницына М.А.#202 НК;Аналитическая механика#Муницына М.А.#202 НК;Аналитическая механика#Муницына М.А.#202 НК;Аналитическая механика#Муницына М.А.#202 НК;Аналитическая механика#Муницына М.А.#202 НК;##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;##;##;##;##;##;##;##;Аналит.мех.#Маштаков Я.В.#415 ГК;##;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Аналитическая механика#Холостова О.В.#239 НК;Теория колец и полей#Ильинский Д.Г.#115 КПМ;Теория колец и полей#Ильинский Д.Г.#115 КПМ;Теория колец и полей#Ильинский Д.Г.#115 КПМ;Теория колец и полей#Ильинский Д.Г.#115 КПМ;Теория колец и полей#Ильинский Д.Г.#115 КПМ;Теория колец и полей#Ильинский Д.Г.#115 КПМ;Теория колец и полей#Ильинский Д.Г.#115 КПМ;Аналитическая механика##;Дифф. ур.##;Операционной системы UNIX##;Дифф.ур.#Козицин И.В.#530 ГК;"Дифф.ур.#Лапушански М.С.#""Арктика""№ 418-419";Гармон.анализ#Ждановский И.Ю.#426 ГК;Гармон.анализ#Сакбаев В.Ж.#409 ГК;Гармон.анализ#Тер-Крикоров А.М.#531 ГК
Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;##;##;##;##;##;##;##;##;##;##;##;##;Общая физика: лаб.практикум#Виноградов С.В._Овчинников К.А.#;##;##;##;##;Занятия В РАНХиГС##;##;Дифф.ур.#Бишаев А.М.#420 ГК;##;Компьютерные технологии#Муратов М.В.#705 КПМ;##;##;Компьютерные технологии#Петров Д.И.#706 КПМ;Ин.яз.##;##;##;Основы почности##204;Комп.мод-ние физ. систем##214;Аналит.мех.#Кузьминых В.А.#419 ГК;Гармон.ан.#Молчанов Е.Г.#411  ГК;Общая физика: лаб.практикум#Баженов С.Л._Миславский В.В.#;Общая физика: лаб.практикум#Минаков Д.В._Алескеров И.А.#;##;##;##;Общая физика: лаб.практикум#Лобачев В.В._Жуков С.С.#;##;Аналит.мех.#Соловьев А.А.#422 ГК;##;Аналит.мех.#Холостова О.В.#528 ГК;Общая физика: лаб.практикум#Мейлихов Е.З._Кобякин А.С.#;Общая физика: лаб.практикум#Кириллов В.П._Урлович А.С.#;Гармон.анализ#Дубинская В.Ю.#531 ГК;Аналит.мех.#Павловский В.Е.#424 ГК;Гармон.ан.#Козицин И.В.#530 ГК;##;Аналит.мех.#Синев А.Н.#426  ГК;Теор.вер.##414 ГК;##;##;Концепции и мод.физики: лаб.практикум##;Концепции и мод.физики: лаб.практикум##;АКОС#Яковлев В.В.#320 ЛК;##;Дифф.ур.#Умнов Е.А.#509 ГК;Дифф. ур.##;Аналитическая механика##;Операционной системы UNIX##;##;##;##;##;##
##;Компьютерные технологии#Красильников Н.И.#806 КПМ;Общая физика#Арсеньев А.Р.#530 ГК;Дифф.ур.#Бишаев А.М.#420 ГК;##;##;##;Аналит.мех.#Фомичев А.В.#409  ГК;##;Дифференциальные уравнения#Семенов А.Ю.#202 НК;Дифференциальные уравнения#Семенов А.Ю.#202 НК;Дифференциальные уравнения#Семенов А.Ю.#202 НК;Дифференциальные уравнения#Семенов А.Ю.#202 НК;Дифференциальные уравнения#Семенов А.Ю.#202 НК;Дифференциальные уравнения#Семенов А.Ю.#202 НК;Дифференциальные уравнения#Семенов А.Ю.#202 НК;##;##;##;##;Общая физика: лаб.практикум#Виноградов С.В._Овчинников К.А.#;Лабораторный практикум по механике сплошных сред: гидрогазодин.##лаб. аэрофизики корпус УПМ;Лабораторный практикум по механике сплошных сред: гидрогазодин.##лаб. аэрофизики корпус УПМ;##;Материаловедение#Кузьменко В.М.#422 ГК;Занятия В РАНХиГС##;Аналит.мех#Федичев О.Б.#415 ГК;##;##;Компьютерные технологии#Муратов М.В.#705 КПМ;##;Аналит.мех.#Муницына М.А.#414 ГК;Компьютерные технологии#Петров Д.И.#706 КПМ;##;##;##;Основы почности##204;Комп.мод-ние физ. систем##214;Компьютерные технологии#Бабичев С.Л.#801 КПМ;Компьютерные технологии#Кулиев Р.С.#321 ЛК;Общая физика: лаб.практикум#Баженов С.Л._Миславский В.В.#;Общая физика: лаб.практикум#Минаков Д.В._Алескеров И.А.#;##;Общая физика#Коротеев Г.А.#516а ГК;Гармон.анализ#Молчанов Е.Г.#411 ГК;Общая физика: лаб.практикум#Лобачев В.В._Жуков С.С.#;Компьютерные технологии#Шумилин А.А.#702 КПМ;##;Введение в электронику##;##;Общая физика: лаб.практикум#Мейлихов Е.З._Кобякин А.С.#;Общая физика: лаб.практикум#Кириллов В.П._Урлович А.С.#;##;##;Аналит.мех      .#Кузьминых В.А.#424  ГК;##;##;Аналит.мех.#Синев А.Н.#426  ГК;АКОС#Яковлев В.В.#320 ЛК;##;Концепции и мод.физики: лаб.практикум##;Концепции и мод.физики: лаб.практикум##;Теор.ипракт.многопоточ.синхр.#Гольцова#317 ЛК;Концепции и мод.физ.##528 ГК;Теор.колец и полей##525 ГК;Программные интерфейсы операционной системы UNIX##;Программные интерфейсы операционной системы UNIX##;##;##;##;##;##;##
##;Компьютерные технологии#Красильников Н.И.#806 КПМ;##;Аналит.мех.#Федичев О.Б.#415  ГК;##;##;##;##;##;##;##;##;##;Общая физика#Александров Д.А.#527 ГК;##;Гармон.анализ#Савелов М.П.#426 ГК;##;##;Прикладные физ.-тех. и комп.методы исследований:лаб.практ.##107 ЛК;Прикладные физ.-тех. и комп.методы исследований:лаб.практ.##107 ЛК;##;Лабораторный практикум по механике сплошных сред: гидрогазодин.##лаб. аэрофизики корпус УПМ;Лабораторный практикум по механике сплошных сред: гидрогазодин.##лаб. аэрофизики корпус УПМ;Дифф.ур.#Лапушански М.С.#424 ГК;Материаловедение#Кузьменко В.М.#422 ГК;Занятия В РАНХиГС##;Математическая статистика#Райгородский А.М.#115 КПМ;Математическая статистика#Райгородский А.М.#115 КПМ;Математическая статистика#Райгородский А.М.#115 КПМ;##;##;##;##;##;##;##;##;##;Компьютерные технологии#Бабичев С.Л.#801 КПМ;Компьютерные технологии#Кулиев Р.С.#321 ЛК;Компьютерные технологии#Скубачевский А.А.#320 ЛК;##;##;Компьютерные технологии#Гутник С.А.#317 ЛК;##;##;Компьютерные технологии#Шумилин А.А.#702 КПМ;Дифф.ур.#Молчанов Е.Г.#411 ГК;Введение в электронику##;##;Общая физика#Кобякин А.С.#523 ГК;##;##;Общая физика#Курлович А.С.#528 ГК;##;#Плахтинский В.О.#;##;##;Архитектура компьютеров и операционные системы#Яковлев В.В.#202 НК;Архитектура компьютеров и операционные системы#Яковлев В.В.#202 НК;Архитектура компьютеров и операционные системы#Яковлев В.В.#202 НК;Архитектура компьютеров и операционные системы#Яковлев В.В.#202 НК;Архитектура компьютеров и операционные системы#Яковлев В.В.#202 НК;Архитектура компьютеров и операционные системы#Яковлев В.В.#202 НК;Архитектура компьютеров и операционные системы#Яковлев В.В.#202 НК;Программные интерфейсы операционной системы UNIX##;Программные интерфейсы операционной системы UNIX##;##;Математическая статистика#Райгородский А.М.#115 КПМ;Математическая статистика#Райгородский А.М.#115 КПМ;Математическая статистика#Райгородский А.М.#115 КПМ;Математическая статистика#Райгородский А.М.#115 КПМ;Математическая статистика#Райгородский А.М.#115 КПМ
##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;Гармон.анализ#Савелов М.П.#426 ГК;##;##;Прикладные физ.-тех. и комп.методы исследований:лаб.практ.##107 ЛК;Прикладные физ.-тех. и комп.методы исследований:лаб.практ.##107 ЛК;##;Лабораторный практикум по механике сплошных сред: гидрогазодин.##лаб. аэрофизики корпус УПМ;Лабораторный практикум по механике сплошных сред: гидрогазодин.##лаб. аэрофизики корпус УПМ;##;##;Занятия В РАНХиГС##;##;##;##;##;##;##;##;##;##;##;##;##;Алг.и мод.выч.#Останин П.А.#432  ГК;##;Компьютерные технологии#Скубачевский А.А.#320 ЛК;##;##;Компьютерные технологии#Гутник С.А.#317 ЛК;##;##;##;##;Введение в электронику##;##;##;##;##;##;##;##;##;АКОС#Яковлев В.В.#321 ЛК;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##
Лаборатория полупроводник. приборов##;Общая физика: лаб.практикум#Кубышкин А.В._Казимиров А.А#;Общая физика: лаб.практикум#Коренев Д.П._Дьячков Н.В.#;Общая физика: лаб.практикум#Алескеров И.А._Жабин С.Н.#;Общая физика: лаб.практикум#Коротеев Г.А._Смирнова О.И.#;##;Общая физика: лаб.практикум#Виноградов С.В._Филатов Ю.Н.#;Общая физика: лаб.практикум#Арсеньев А.Р._Копнин С.И.#;Теория и технология программир.#Казаков А.О.#320 ЛК;Общая физика#Кленов С.Л.#513 ГК;##;##;##;Теор.поля#Гозман М.И.#528 ГК;##;Аналит.мех.#Соколов С.В.#414 ГК;##;##;Гармон.анализ#Бишаев А.М.#409  ГК;Гармон.анализ#Бишаев А.М.#409  ГК;##;##;##;Прикладные физ.-тех. и комп.методы исследований:лаб.практ.##107 ЛК;##;##;##;##;##;##;##;Общая физика#Кобякин А.С.#512 ГК;##;##;##;##;##;##;##;##;Общая физика#Миславский В.В.#514 ГК;##;##;##;Алг.и мод.выч.#Тарасов С.П.#415 ГК;##;##;##;##;##;Аналит.мех.#Зараменских#413 ГК;##;##;##;##;Дифф.ур.#Семенов А.Ю.#518 ГК;Дифф.ур.#Дубинская В.Ю.#426 ГК;##;Теория колец и полей.##420 ГК;##;Концепции и мод.физ.##515 ГК;Гармон.анализ#Андреев М.Ю.#Арктика» №424;##;##;Концепции и мод.физ.##523 ГК;##;##;Применение програм-х комплексов к решению задач##;##;##;##;##;##
Лаборатория полупроводник. приборов##;Общая физика: лаб.практикум#Кубышкин А.В._Казимиров А.А#;Общая физика: лаб.практикум#Коренев Д.П._Дьячков Н.В.#;Общая физика: лаб.практикум#Алескеров И.А._Жабин С.Н.#;Общая физика: лаб.практикум#Коротеев Г.А._Смирнова О.И.#;##;Общая физика: лаб.практикум#Виноградов С.В._Филатов Ю.Н.#;Общая физика: лаб.практикум#Арсеньев А.Р._Копнин С.И.#;Теория и технология программир.#Казаков А.О.#320 ЛК;##;Аналит.мех.#Соколов С.В.#414 ГК;##;##;##;##;##;Общая физика#Миславский В.В.#527 ГК;Общая физика#Миславский В.В.#527 ГК;Дифф.ур.#Семенов А.Ю.#518 ГК;Дифф.ур.#Семенов А.Ю.#518 ГК;Гармон.анализ#Умнов А.Е.#411 ГК;##;##;##;##;Компьютерная матем.##422 ГК;##;Аналит.мех#Муницына М.А.#516 ГК;Дифф.ур.#Лизунов А.Ю.#532 ГК;##;Аналит.мех.#Зараменских#413 ГК;##;##;##;##;##;##;##;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Общая физика: оптика#Аланакян Ю.Р.#Гл.Физ.;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Общая физика:оптика#Аланакян Ю.Р.#Гл. Физ.;Общая физика:оптика#Аланакян Ю.Р.#Гл. Физ.;Общая физика:оптика#Аланакян Ю.Р.#Гл. Физ.;Общая физика:оптика#Аланакян Ю.Р.#Гл. Физ.;##;#Казаков К.#;"Гармон.анализ#Андреев М.Ю.#Арктика"" №424";Теор.ипракт.многопоточ.синхр.##317 ЛК;Концепции и мод.физ.##523 ГК;##;##;##;##;Применение програм-х комплексов к решению задач##;Физическая химия##Б.Физ.;Физическая химия##Б.Физ.;Физическая химия##Б.Физ.;Физическая химия##Б.Физ.;Физическая химия##Б.Физ.
Лаборатория полупроводник. приборов##;##;##;##;##;##;##;##;##;Теор.поля#Гозман М.И.#419 ГК;##;##;Теор.поля#Андрианов Е.С.#413 ГК;##;##;Дифф.ур.#Семенов А.Ю.#516  ГК;##;##;##;##;Общая физика#Кленов С.Л.#515 ГК;Общая физика#Арсеньев А.Р.#523 ГК;##;Прикладные физ.-тех. и комп.методы исследований:лаб.практ.##107 ЛК;Общая физика#Копнин С.И.#532 ГК;Общая физика#Копнин С.И.#532 ГК;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;##;##;##;##;##;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Алгоритмы и модели вычислений#Тарасов С.П.#239 НК;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";"Теория и практика многопоточной синхронизации#Липовский Р.#""Артика"" Поточная аудитория 4 этажа";##;##;##;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ;Дифференциальные уравнения#Свирщевский С.Р.#115 КПМ
Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;##;##;Общая физика: лаб.практикум#Филатов Ю.Н._Кленов С.Л.#;##;##;Общая физика: лаб.практикум#Чубич Д.А._Кобякин А.С.#;##;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Бишаев А.М.#Б.Физ.;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;Дифференциальные уравнения#Умнов А.Е.#239 НК;##;##;##;##;##;##;Общая физика: лаб.практикум#Миславский В.В._Казимиров А.А.#;##;Общая физика#Нозик А.А.#532 ГК;Общая физика: лаб.практикум#Коренев Д.П._Дьячков Н.В.#;Общая физика: лаб.практикум#Кубышкин А.В._Арсеньев А.Р.#;Общая физика#Аланакян Ю.Р.#507а ГК;##;Дифф.ур.#Лизунов А.Ю.#523 ГК;Общая физика: лаб.практикум#Смирнова О.И._Жабин С.Н.#;Гармон.анализ#Шаньков В.В.#413 ГК;Введение в электронику##;##;Дифф.ур.#Свирщевский С.Р.#409 ГК;Введение в электронику##;Введение в электронику##;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;Дифференциальные уравнения#Дубинская В.Ю.#Б.Хим.;##;##;##;Ин.яз##;Ин.яз##;Ин.яз##;Ин.яз##;Ин.яз##
Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;Ин.яз.##;##;##;Общая физика: лаб.практикум#Филатов Ю.Н._Кленов С.Л.#;##;##;Общая физика: лаб.практикум#Чубич Д.А._Кобякин А.С.#;##;##;МММ##412 ГК;Общая физика#Нозик А.А.#532 ГК;Общая физика#Нозик А.А.#532 ГК;##;##;##;##;##;##;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;##;##;##;##;##;##;Общая физика: лаб.практикум#Миславский В.В._Казимиров А.А.#;##;Гармон.анализ#Шаньков В.В.#413 ГК;Общая физика: лаб.практикум#Коренев Д.П._Дьячков Н.В.#;Общая физика: лаб.практикум#Кубышкин А.В._Арсеньев А.Р.#;##;##;##;Общая физика: лаб.практикум#Смирнова О.И._Жабин С.Н.#;##;Введение в электронику##;##;##;Введение в электронику##;Введение в электронику##;Дифф.ур.#Дубинская В.Ю.#418 ГК;##;##;Общая физика#Аланакян Ю.Р.#507а ГК;##;##;##;##;Дифф.ур.#Мартынов В.В.#424 ГК;Теор.ипракт.многопоточ.синхр.##702 КПМ;Теор.ипракт.многопоточ.синхр.##702 КПМ;##;##;##;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.;Общая физика: оптика#Гавриков А.В.#Гл.Физ.
##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;Доп.гл.информ.##107 ЛК;##;##;##;##;##;##;##;##;Дифф.ур.#Кальметьев Р.Ш.#413 ГК;##;##;Аналит.мех.#Муницына М.А.#411 ГК;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;Компьютерные технологии#Субботина А.Ю.#801 КПМ;##;##;##;Введение в электронику##;##;##;Введение в электронику##;Введение в электронику##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;Дифф.ур.#Лизунов А.Ю.#417 ГК;##;##
##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##;Компьютерные технологии#Субботина А.Ю.#801 КПМ;##;##;##;##;##;##;##;##;##;##;##;Гармон.ан.#Кальметьев Р.Ш.#413 ГК;##;##;##;##;##;##;##;##;##;##;##;##;##;##;##
